Transaction_ID,order_date,month,Product_Category,Product_Name,price_eur,Payment_Status,is_revenue,revenue_eur,has_return,return_flag,total_refund_eur
101098,2023-12-14,2023-12,Accessories,Charger,22.04,Paid,True,22.04,False,0,0.0
100173,2023-11-22,2023-11,Electronics,Smartphone Z,1043.81,Paid,True,1043.81,False,0,0.0
100883,2023-12-09,2023-12,Electronics,Laptop X,1389.38,Paid,True,1389.38,False,0,0.0
100560,2023-12-03,2023-12,Electronics,Smartphone Z,781.7115,Paid,True,781.7115,False,0,0.0
100289,2023-11-25,2023-11, Smart Home ,NordLock Pro,249.63,Paid,True,249.63,False,0,0.0
100294,2023-11-25,2023-11, Accessories,USB-C Cable,13.57,Paid,True,13.57,False,0,0.0
100435,2023-11-29,2023-11,Accessories,Screen Protector,8.41,Paid,True,8.41,False,0,0.0
101154,2023-12-11,2023-12,Smart Home,NordLock Pro,241.95,Paid,True,241.95,False,0,0.0
100666,2023-12-05,2023-12,Accessories,Laptop Sleeve,22.57,Paid,True,22.57,False,0,0.0
100270,2023-11-25,2023-11,Accessories,Laptop Sleeve,15.8286,Paid,True,15.8286,False,0,0.0
101087,2023-12-14,2023-12, Electronics ,Tablet A,484.26,Paid,True,484.26,False,0,0.0
100321,2023-11-27,2023-11, Accessories ,Accessory Bundle,51.76,Paid,True,51.76,False,0,0.0
100462,2023-11-30,2023-11,Electronics,Laptop X,1389.57,Paid,True,1389.57,False,0,0.0
100370,2023-11-28,2023-11,Accessories,USB-C Cable,19.89,Failed,False,0.0,False,0,0.0
100218,2023-11-23,2023-11,Electronics,Smartphone Z,989.29,Paid,True,989.29,False,0,0.0
100083,2023-11-18,2023-11,Smart Home,NordLock Pro,215.0,Paid,True,215.0,False,0,0.0
100273,2023-11-25,2023-11,Electronics,Laptop X,1374.89,Paid,True,1374.89,False,0,0.0
100637,2023-12-04,2023-12,Electronics,Smartphone Z,713.0,Paid,True,713.0,False,0,0.0
101103,2023-12-14,2023-12, Accessories,Accessory Bundle,63.95,Paid,True,63.95,False,0,0.0
100178,2023-11-22,2023-11,Electronics,NoiseCancel Headphones,252.35,Paid,True,252.35,False,0,0.0
100593,2023-12-03,2023-12,Accessories,Laptop Sleeve,27.83,Paid,True,27.83,False,0,0.0
100410,2023-11-29,2023-11, Accessories ,Accessory Bundle,35.78,Pending,False,0.0,False,0,0.0
100401,2023-11-29,2023-11,Accessories,Phone Case,10.0,Paid,True,10.0,False,0,0.0
100438,2023-11-30,2023-11, Accessories,Charger,19.1394,Paid,True,19.1394,False,0,0.0
100600,2023-12-04,2023-12,Accessories,Phone Case,32.88,Paid,True,32.88,False,0,0.0
100753,2023-12-07,2023-12, Electronics ,Tablet A,436.32,Paid,True,436.32,False,0,0.0
100765,2023-12-07,2023-12,Electronics,Laptop X,1361.87,Paid,True,1361.87,False,0,0.0
100782,2023-12-07,2023-12,Smart Home,NordLock Pro,201.0,Paid,True,201.0,False,0,0.0
101064,2023-12-13,2023-12,Accessories,Phone Case,16.39,Paid,True,16.39,False,0,0.0
100477,2023-11-30,2023-11, Smart Home ,NordLock Pro,182.0568,Pending,False,0.0,False,0,0.0
100936,2023-12-11,2023-12,Electronics,TV Pro,1641.8,Paid,True,1641.8,False,0,0.0
100489,2023-12-01,2023-12,Electronics,Tablet A,559.0,Paid,True,559.0,False,0,0.0
100238,2023-11-24,2023-11,Accessories,USB-C Cable,17.0,Paid,True,17.0,False,0,0.0
100026,2023-11-16,2023-11,Electronics,NoiseCancel Headphones,192.39,Paid,True,192.39,False,0,0.0
100244,2023-11-24,2023-11,Electronics ,NoiseCancel Headphones,229.51,Paid,True,229.51,False,0,0.0
100828,2023-12-08,2023-12, Accessories,Screen Protector,13.81,Paid,True,13.81,False,0,0.0
100976,2023-12-11,2023-12,Electronics ,Tablet A,365.96,Paid,True,365.96,False,0,0.0
100427,2023-11-29,2023-11,Electronics,TV Pro,1187.16,Paid,True,1187.16,False,0,0.0
100023,2023-11-16,2023-11, Accessories ,Accessory Bundle,30.78,Paid,True,30.78,False,0,0.0
100256,2023-11-24,2023-11, Smart Home ,NordLock Pro,219.2382,Paid,True,219.2382,False,0,0.0
100293,2023-11-25,2023-11, Accessories,Charger,37.9068,Paid,True,37.9068,False,0,0.0
100811,2023-12-08,2023-12, Electronics ,NoiseCancel Headphones,161.34,Paid,True,161.34,False,0,0.0
100295,2023-11-25,2023-11,Electronics,Smartphone Z,789.49,Paid,True,789.49,False,0,0.0
100785,2023-12-07,2023-12,Electronics,Smartphone Z,1072.68,Paid,True,1072.68,False,0,0.0
100122,2023-11-20,2023-11, Accessories,Phone Case,33.56,Paid,True,33.56,False,0,0.0
100807,2023-12-08,2023-12,Accessories,USB-C Cable,12.72,Paid,True,12.72,False,0,0.0
100953,2023-12-11,2023-12,Smart Home,NordLock Pro,241.95,Paid,True,241.95,False,0,0.0
101084,2023-12-13,2023-12,Accessories,Laptop Sleeve,18.9534,Paid,True,18.9534,False,0,0.0
100317,2023-11-27,2023-11,Electronics,Smartphone Z,724.77,Paid,True,724.77,False,0,0.0
100679,2023-12-05,2023-12,Smart Home,NordLock Pro,197.29,Pending,False,0.0,False,0,0.0
100503,2023-12-01,2023-12,Smart Home,NordLock Pro,207.18,Paid,True,207.18,False,0,0.0
100190,2023-11-22,2023-11,Electronics,Smartphone Z,846.71,Paid,True,846.71,False,0,0.0
100763,2023-12-07,2023-12,Accessories,USB-C Cable,16.94,Paid,True,16.94,False,0,0.0
100171,2023-11-22,2023-11,Accessories,Charger,26.849100000000004,Paid,True,26.849100000000004,False,0,0.0
100155,2023-11-21,2023-11,Electronics ,TV Pro,1019.81,Paid,True,1019.81,False,0,0.0
100177,2023-11-22,2023-11,Electronics,NoiseCancel Headphones,309.0,Paid,True,309.0,False,0,0.0
100350,2023-11-27,2023-11, Accessories ,Charger,31.7316,Paid,True,31.7316,False,0,0.0
100991,2023-12-12,2023-12, Electronics ,Tablet A,397.47270000000003,Failed,False,0.0,False,0,0.0
101066,2023-12-13,2023-12,Electronics,NoiseCancel Headphones,258.62,Pending,False,0.0,False,0,0.0
100583,2023-12-03,2023-12, Electronics ,TV Pro,1181.73,Paid,True,1181.73,False,0,0.0
101191,2023-11-15,2023-11,Electronics,Tablet A,488.25,Paid,True,488.25,False,0,0.0
101035,2023-12-12,2023-12, Smart Home ,NordLock Pro,195.28,Paid,True,195.28,False,0,0.0
100578,2023-12-03,2023-12, Accessories ,Wireless Mouse,51.21,Pending,False,0.0,False,0,0.0
101031,2023-12-12,2023-12,Smart Home,NordLock Pro,205.55,Paid,True,205.55,False,0,0.0
100524,2023-12-02,2023-12, Accessories ,Wireless Mouse,18.15,Paid,True,18.15,False,0,0.0
100777,2023-12-07,2023-12, Accessories ,Phone Case,16.43,Paid,True,16.43,False,0,0.0
101175,2023-12-07,2023-12,Electronics,Smartphone Z,893.14,Paid,True,893.14,False,0,0.0
100607,2023-12-04,2023-12,Electronics ,Laptop X,1698.65,Paid,True,1698.65,False,0,0.0
100983,2023-12-11,2023-12,Accessories,Laptop Sleeve,38.52,Paid,True,38.52,False,0,0.0
100562,2023-12-03,2023-12, Accessories ,USB-C Cable,17.33,Paid,True,17.33,False,0,0.0
100842,2023-12-08,2023-12,Electronics,Laptop X,1714.94,Paid,True,1714.94,True,1,1714.94
101187,2023-11-29,2023-11, Smart Home ,NordTherm,83.85,Paid,True,83.85,False,0,0.0
100630,2023-12-04,2023-12,Accessories,Wireless Mouse,13.89,Paid,True,13.89,False,0,0.0
100898,2023-12-10,2023-12,Smart Home,NordLock Pro,241.97,Paid,True,241.97,False,0,0.0
100067,2023-11-17,2023-11,Accessories,Wireless Mouse,56.08,Paid,True,56.08,True,1,56.08
100714,2023-12-06,2023-12,Accessories,Screen Protector,12.92,Paid,True,12.92,False,0,0.0
100182,2023-11-22,2023-11,Electronics,TV Pro,973.5984000000002,Failed,False,0.0,False,0,0.0
100958,2023-12-11,2023-12,Accessories,Charger,43.0,Paid,True,43.0,False,0,0.0
100696,2023-12-06,2023-12, Smart Home ,NordLock Pro,225.0,Paid,True,225.0,False,0,0.0
100334,2023-11-27,2023-11,Electronics,Tablet A,322.05,Paid,True,322.05,False,0,0.0
100938,2023-12-11,2023-12,Electronics ,Smartphone Z,782.74,Failed,False,0.0,False,0,0.0
100733,2023-12-06,2023-12, Accessories,Charger,48.23,Paid,True,48.23,False,0,0.0
100913,2023-12-10,2023-12,Accessories,Wireless Mouse,19.15,Paid,True,19.15,False,0,0.0
100644,2023-12-04,2023-12, Accessories,USB-C Cable,9.53,Paid,True,9.53,False,0,0.0
100541,2023-12-02,2023-12,Accessories,Wireless Mouse,58.32,Paid,True,58.32,False,0,0.0
100621,2023-12-04,2023-12,Electronics,Laptop X,1776.33,Paid,True,1776.33,False,0,0.0
100577,2023-12-03,2023-12, Smart Home ,NordLock Pro,198.555,Paid,True,198.555,True,1,427.0
100045,2023-11-17,2023-11,Electronics,TV Pro,1532.19,Paid,True,1532.19,False,0,0.0
100080,2023-11-18,2023-11,Accessories,Accessory Bundle,35.86,Paid,True,35.86,False,0,0.0
100911,2023-12-10,2023-12,Electronics,NoiseCancel Headphones,254.21,Paid,True,254.21,False,0,0.0
100820,2023-12-08,2023-12,Accessories,Accessory Bundle,61.58,Failed,False,0.0,False,0,0.0
100990,2023-12-12,2023-12, Electronics ,NoiseCancel Headphones,328.41,Paid,True,328.41,False,0,0.0
100634,2023-12-04,2023-12,Electronics,Smartphone Z,810.82,Paid,True,810.82,False,0,0.0
100118,2023-11-19,2023-11,Accessories,Laptop Sleeve,38.0,Paid,True,38.0,False,0,0.0
100906,2023-12-10,2023-12, Electronics ,NoiseCancel Headphones,146.9493,Paid,True,146.9493,False,0,0.0
100332,2023-11-27,2023-11,Electronics,Laptop X,1608.06,Paid,True,1608.06,False,0,0.0
101117,2023-12-14,2023-12, Accessories,Charger,27.0,Paid,True,27.0,False,0,0.0
100755,2023-12-07,2023-12, Accessories,Accessory Bundle,76.3,Paid,True,76.3,False,0,0.0
100483,2023-12-01,2023-12,Smart Home,NordLock Pro,216.17,Paid,True,216.17,False,0,0.0
100047,2023-11-17,2023-11,Smart Home,NordLock Pro,208.67,Paid,True,208.67,False,0,0.0
100605,2023-12-04,2023-12,Smart Home,NordTherm,142.49,Paid,True,142.49,False,0,0.0
100124,2023-11-20,2023-11,Electronics,NoiseCancel Headphones,233.73,Paid,True,233.73,False,0,0.0
100240,2023-11-24,2023-11,Accessories,USB-C Cable,13.43,Paid,True,13.43,False,0,0.0
100027,2023-11-16,2023-11,Electronics ,NoiseCancel Headphones,170.89,Paid,True,170.89,False,0,0.0
101168,2023-11-28,2023-11, Smart Home ,NordLock Pro,246.71,Paid,True,246.71,False,0,0.0
100057,2023-11-17,2023-11,Electronics,TV Pro,1046.02,Paid,True,1046.02,False,0,0.0
101072,2023-12-13,2023-12,Smart Home,NordLock Pro,212.32,Paid,True,212.32,False,0,0.0
100709,2023-12-06,2023-12,Accessories,Wireless Mouse,54.54,Paid,True,54.54,False,0,0.0
101045,2023-12-13,2023-12,Smart Home,NordPlug,32.53,Paid,True,32.53,False,0,0.0
100379,2023-11-28,2023-11,Accessories,Accessory Bundle,67.03,Paid,True,67.03,False,0,0.0
100316,2023-11-26,2023-11,Electronics,Tablet A,597.79,Paid,True,597.79,False,0,0.0
100907,2023-12-10,2023-12,Electronics ,TV Pro,1352.21,Paid,True,1352.21,False,0,0.0
100180,2023-11-22,2023-11,Electronics ,NoiseCancel Headphones,228.54,Paid,True,228.54,False,0,0.0
101018,2023-12-12,2023-12, Accessories ,USB-C Cable,15.31,Paid,True,15.31,False,0,0.0
101088,2023-12-14,2023-12,Accessories,USB-C Cable,14.75,Paid,True,14.75,False,0,0.0
100515,2023-12-02,2023-12,Electronics,Tablet A,533.0,Paid,True,533.0,False,0,0.0
100693,2023-12-06,2023-12, Accessories,Laptop Sleeve,26.83,Paid,True,26.83,False,0,0.0
100682,2023-12-05,2023-12, Accessories,Screen Protector,7.5,Paid,True,7.5,False,0,0.0
101037,2023-12-12,2023-12,Electronics,NoiseCancel Headphones,308.13,Paid,True,308.13,True,1,308.13
100106,2023-11-19,2023-11, Accessories,USB-C Cable,14.99,Paid,True,14.99,False,0,0.0
100786,2023-12-07,2023-12,Smart Home,NordLock Pro,245.31,Paid,True,245.31,True,1,245.31
100915,2023-12-10,2023-12,Accessories,USB-C Cable,15.71,Failed,False,0.0,False,0,0.0
100821,2023-12-08,2023-12,Accessories,Screen Protector,6.18,Paid,True,6.18,False,0,0.0
100268,2023-11-25,2023-11,Electronics,TV Pro,1187.59,Pending,False,0.0,False,0,0.0
101148,2023-11-27,2023-11, Accessories ,Phone Case,31.01,Paid,True,31.01,False,0,0.0
100789,2023-12-07,2023-12,Electronics ,Laptop X,1363.0,Paid,True,1363.0,False,0,0.0
100967,2023-12-11,2023-12,Accessories,Screen Protector,14.65,Pending,False,0.0,False,0,0.0
100448,2023-11-30,2023-11, Accessories ,Screen Protector,13.04,Paid,True,13.04,False,0,0.0
100041,2023-11-16,2023-11, Accessories ,Accessory Bundle,96.52,Paid,True,96.52,False,0,0.0
100533,2023-12-02,2023-12, Accessories,Laptop Sleeve,32.3,Paid,True,32.3,False,0,0.0
100301,2023-11-26,2023-11,Accessories,Charger,15.37,Paid,True,15.37,True,1,15.37
100434,2023-11-29,2023-11,Electronics,NoiseCancel Headphones,319.92,Paid,True,319.92,False,0,0.0
100802,2023-12-08,2023-12,Smart Home,NordLock Pro,200.86,Paid,True,200.86,True,1,200.86
101126,2023-12-14,2023-12,Smart Home,NordLock Pro,206.17,Paid,True,206.17,False,0,0.0
